State	Code	Volumes	SD	Avg
PA	00501	9.00	1121.79	20196.00
PA	00501	9.00	1121.79	20196.00
PA	00501	9.00	1121.79	20196.00
PA	00501	9.00	1121.79	20196.00
PA	00501	9.00	1121.79	20196.00
PA	00501	5.00	2922.29	19097.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	49.00	805.69	16058.00
PA	00501	4.00	594.36	16168.00
PA	00501	20.00	4153.96	15761.00
PA	00501	20.00	4153.96	15761.00
PA	00501	20.00	4153.96	15761.00
PA	00501	20.00	4153.96	15761.00
PA	00501	20.00	4153.96	15761.00
PA	00501	20.00	4153.96	15761.00
PA	00501	7.00	1186.62	10617.00
PA	00501	3.00	201.17	13448.00
PA	00501	3.00	201.17	13448.00
PA	00501	3.00	201.17	13448.00
PA	00501	3.00	201.17	13448.00
PA	00501	25.00	1029.69	15352.00
PA	00501	4.00	851.46	14258.00
PA	00501	10.00	702.32	14294.00
PA	00501	10.00	702.32	14294.00
PA	00501	10.00	702.32	14294.00
PA	00501	10.00	702.32	14294.00
PA	00501	10.00	702.32	14294.00
PA	00501	10.00	702.32	14294.00
PA	00501	10.00	702.32	14294.00
PA	00501	10.00	702.32	14294.00
PA	00501	10.00	702.32	14294.00
PA	00501	10.00	702.32	14294.00
PA	00501	10.00	702.32	14294.00
PA	00501	3.00	1037.99	15186.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
PA	00501	19.00	2933.38	21288.00
TX	00501	25.00	758.63	8724.00
TX	00501	25.00	758.63	8724.00
TX	00501	25.00	758.63	8724.00
TX	00501	99.00	928.19	9246.00
TX	00501	24.00	938.89	7695.00
TX	00501	24.00	938.89	7695.00
TX	00501	168.00	1311.00	11000.00
TX	00501	168.00	1311.00	11000.00
TX	00501	168.00	1311.00	11000.00
TX	00501	60.00	884.11	11200.00
TX	00501	54.00	1534.66	15913.00
TX	00501	8.00	900.03	14159.00
TX	00501	8.00	1827.78	15089.00
TX	00501	8.00	1827.78	15089.00
TX	00501	8.00	1640.36	11402.00
TX	00501	54.00	1028.95	12647.00
TX	00501	54.00	1534.66	15913.00
TX	00501	10.00	1791.75	11264.00
TX	00501	15.00	1864.25	14201.00
TX	00501	16.00	872.24	12615.00
TX	00501	5.00	929.73	11106.00
TX	00501	49.00	1892.87	16351.00
TX	00501	12.00	979.79	11030.00
TX	00501	56.00	1283.84	16779.00
TX	00501	3.00	1349.56	13889.00
TX	00501	60.00	1704.01	17440.00
TX	00501	19.00	903.91	11449.00
TX	00501	4.00	840.72	11046.00
TX	00501	38.00	1715.20	17319.00
TX	00501	54.00	1534.66	15913.00
TX	00501	54.00	1534.66	15913.00
TX	00501	54.00	1534.66	15913.00
TX	00501	13.00	867.68	9997.00
TX	00501	13.00	867.68	9997.00
TX	00501	13.00	867.68	9997.00
TX	00501	9.00	1206.11	6910.00
TX	00501	9.00	1206.11	6910.00
TX	00501	10.00	621.40	8637.00
TX	00501	10.00	621.40	8637.00
TX	00501	19.00	2445.36	15014.00
TX	00501	19.00	2445.36	15014.00
TX	00501	19.00	2445.36	15014.00
TX	00501	19.00	2445.36	15014.00
TX	00501	15.00	1864.25	14201.00
TX	00501	11.00	2051.43	9486.00
TX	00501	3.00	1038.93	8439.00
TX	00501	48.00	1095.52	11964.00
TX	00501	3.00	390.17	8063.00
TX	00501	79.00	1203.52	13240.00
TX	00501	79.00	1203.52	13240.00
TX	00501	79.00	1203.52	13240.00
TX	00501	79.00	1203.52	13240.00
TX	00501	79.00	1203.52	13240.00
TX	00501	79.00	1203.52	13240.00
TX	00501	79.00	1203.52	13240.00
TX	00501	3.00	611.80	7504.00
TX	00501	16.00	657.97	6853.00
TX	00501	33.00	1043.36	9337.00
TX	00501	13.00	1114.94	12019.00
TX	00501	13.00	1114.94	12019.00
TX	00501	13.00	1114.94	12019.00
TX	00501	13.00	1114.94	12019.00
TX	00501	13.00	1114.94	12019.00
TX	00501	13.00	1114.94	12019.00
TX	00501	13.00	1114.94	12019.00
TX	00501	7.00	949.95	11615.00
TX	00501	7.00	949.95	11615.00
TX	00501	4.00	1798.68	9060.00
TX	00501	4.00	1798.68	9060.00
TX	00501	4.00	2195.89	9727.00
TX	00501	4.00	2195.89	9727.00
TX	00501	4.00	2195.89	9727.00
TX	00501	4.00	2195.89	9727.00
TX	00501	26.00	959.24	7748.00
TX	00501	26.00	959.24	7748.00
TX	00501	26.00	959.24	7748.00
TX	00501	26.00	959.24	7748.00
TX	00501	26.00	959.24	7748.00
TX	00501	58.00	1945.69	10046.00
TX	00501	58.00	1945.69	10046.00
TX	00501	19.00	1002.23	9052.00
TX	00501	19.00	1002.23	9052.00
TX	00501	46.00	2096.17	12476.00
TX	00501	46.00	2096.17	12476.00
TX	00501	46.00	2096.17	12476.00
TX	00501	46.00	2096.17	12476.00
TX	00501	39.00	1130.54	8425.00
TX	00501	5.00	432.26	6779.00
TX	00501	23.00	719.75	10712.00
TX	00501	23.00	719.75	10712.00
TX	00501	23.00	719.75	10712.00
TX	00501	23.00	719.75	10712.00
TX	00501	23.00	719.75	10712.00
TX	00501	23.00	719.75	10712.00
TX	00501	4.00	1311.97	13522.00
TX	00501	3.00	1824.41	13121.00
TX	00501	9.00	1389.74	11054.00
TX	00501	48.00	787.90	12337.00
TX	00501	48.00	787.90	12337.00
TX	00501	48.00	787.90	12337.00
TX	00501	48.00	787.90	12337.00
TX	00501	48.00	787.90	12337.00
TX	00501	49.00	930.81	12567.00
TX	00501	49.00	930.81	12567.00
TX	00501	49.00	930.81	12567.00
TX	00501	49.00	930.81	12567.00
TX	00501	49.00	930.81	12567.00
TX	00501	49.00	930.81	12567.00
TX	00501	5.00	1868.92	6071.00
TX	00501	30.00	940.11	11486.00
TX	00501	30.00	940.11	11486.00
TX	00501	30.00	940.11	11486.00
TX	00501	30.00	940.11	11486.00
TX	00501	30.00	940.11	11486.00
TX	00501	30.00	940.11	11486.00
TX	00501	30.00	940.11	11486.00
TX	00501	37.00	1068.65	11553.00
TX	00501	37.00	1068.65	11553.00
TX	00501	77.00	941.03	11107.00
TX	00501	51.00	662.69	9760.00
TX	00501	51.00	662.69	9760.00
TX	00501	51.00	662.69	9760.00
TX	00501	51.00	662.69	9760.00
TX	00501	51.00	662.69	9760.00
TX	00501	17.00	868.82	8086.00
TX	00501	8.00	775.37	7378.00
TX	00501	8.00	775.37	7378.00
TX	00501	8.00	775.37	7378.00
TX	00501	4.00	1022.29	6287.00
TX	00501	11.00	1966.66	10558.00
TX	00501	3.00	889.59	5949.00
TX	00501	11.00	972.96	8074.00
TX	00501	11.00	972.96	8074.00
TX	00501	11.00	972.96	8074.00
TX	00501	5.00	159.79	7828.00
TX	00501	23.00	899.18	9167.00
TX	00501	7.00	498.56	7208.00
TX	00501	11.00	847.97	8510.00
TX	00501	11.00	847.97	8510.00
TX	00501	20.00	1514.66	12536.00
TX	00501	9.00	623.89	10682.00
TX	00501	6.00	2345.08	10338.00
TX	00501	10.00	650.05	9320.00
TX	00501	25.00	1600.19	11571.00
TX	00501	22.00	1701.83	13770.00
TX	00501	22.00	1701.83	13770.00
TX	00501	22.00	1701.83	13770.00
TX	00501	13.00	1246.69	12864.00
TX	00501	13.00	1246.69	12864.00
TX	00501	13.00	1246.69	12864.00
TX	00501	13.00	1246.69	12864.00
TX	00501	7.00	2590.29	13205.00
TX	00501	89.00	1407.18	13974.00
TX	00501	89.00	1407.18	13974.00
TX	00501	89.00	1407.18	13974.00
TX	00501	55.00	988.29	13466.00
TX	00501	44.00	1216.17	14787.00
TX	00501	44.00	1216.17	14787.00
TX	00501	44.00	1216.17	14787.00
TX	00501	9.00	818.65	12764.00
TX	00501	9.00	818.65	12764.00
TX	00501	9.00	818.65	12764.00
TX	00501	9.00	818.65	12764.00
TX	00501	9.00	818.65	12764.00
TX	00501	9.00	818.65	12764.00
TX	00501	9.00	818.65	12764.00
TX	00501	9.00	818.65	12764.00
TX	00501	52.00	973.21	13101.00
TX	00501	18.00	1049.57	12989.00
TX	00501	6.00	463.40	8103.00
TX	00501	6.00	864.47	10487.00
TX	00501	6.00	864.47	10487.00
TX	00501	6.00	864.47	10487.00
TX	00501	6.00	864.47	10487.00
TX	00501	8.00	1827.78	15089.00
TX	00501	48.00	787.90	12337.00
TX	00501	21.00	1029.33	11721.00
TX	00501	11.00	1717.09	9313.00
TX	00501	54.00	1534.66	15913.00
TX	00501	9.00	1465.28	17542.00
TX	00501	16.00	872.24	12615.00
TX	00501	16.00	872.24	12615.00
TX	00501	68.00	865.25	7199.00
TX	00501	68.00	865.25	7199.00
TX	00501	30.00	940.11	11486.00
TX	00501	30.00	940.11	11486.00
TX	00501	30.00	940.11	11486.00
TX	00501	30.00	940.11	11486.00
TX	00501	30.00	940.11	11486.00
TX	00501	30.00	940.11	11486.00
TX	00501	39.00	825.65	8334.00
TX	00501	5.00	477.20	5741.00
TX	00501	28.00	1586.41	8782.00
TX	00501	15.00	1631.03	8329.00
TX	00501	15.00	1631.03	8329.00
TX	00501	13.00	790.74	12944.00
TX	00501	26.00	1279.29	11982.00
TX	00501	26.00	1279.29	11982.00
TX	00501	49.00	892.39	12748.00
TX	00501	49.00	892.39	12748.00
TX	00501	49.00	892.39	12748.00
TX	00501	42.00	1098.78	12830.00
TX	00501	23.00	884.67	12867.00
TX	00501	7.00	1918.93	12366.00
TX	00501	7.00	1918.93	12366.00
TX	00501	7.00	1918.93	12366.00
TX	00501	7.00	656.63	12263.00
TX	00501	7.00	656.63	12263.00
TX	00501	42.00	1098.78	12830.00
TX	00501	42.00	1098.78	12830.00
TX	00501	48.00	1095.52	11964.00
TX	00501	133.00	1544.32	12246.00
TX	00501	48.00	1095.52	11964.00
TX	00501	36.00	1128.67	12024.00
TX	00501	56.00	1414.57	11851.00
TX	00501	11.00	1789.47	12441.00
TX	00501	133.00	1544.32	12246.00
TX	00501	10.00	585.30	13537.00
TX	00501	133.00	1544.32	12246.00
TX	00501	24.00	938.89	7695.00
TX	00501	24.00	938.89	7695.00
TX	00501	133.00	1544.32	12246.00
TX	00501	133.00	1544.32	12246.00
TX	00501	10.00	1106.06	7095.00
TX	00501	4.00	3691.02	13728.00
TX	00501	3.00	956.34	21369.00
TX	00501	10.00	1106.06	7095.00
TX	00501	3.00	1716.83	7417.00
TX	00501	3.00	1716.83	7417.00
TX	00501	3.00	1716.83	7417.00
TX	00501	3.00	1716.83	7417.00
TX	00501	5.00	409.59	9211.00
TX	00501	5.00	409.59	9211.00
TX	00501	5.00	409.59	9211.00
TX	00501	5.00	409.59	9211.00
TX	00501	8.00	1036.55	12401.00
TX	00501	11.00	892.96	14288.00
TX	00501	11.00	892.96	14288.00
TX	00501	82.00	1137.58	11709.00
TX	00501	82.00	1137.58	11709.00
TX	00501	82.00	1137.58	11709.00
TX	00501	33.00	1392.68	13661.00
TX	00501	24.00	1087.12	12818.00
TX	00501	24.00	1087.12	12818.00
TX	00501	24.00	1087.12	12818.00
TX	00501	40.00	967.94	12125.00
TX	00501	82.00	1137.58	11709.00
TX	00501	4.00	871.36	11707.00
TX	00501	27.00	1528.67	11556.00
TX	00501	133.00	1544.32	12246.00
TX	00501	99.00	928.19	9246.00
TX	00501	99.00	928.19	9246.00
TX	00501	99.00	928.19	9246.00
TX	00501	99.00	928.19	9246.00
TX	00501	10.00	907.28	7943.00
TX	00501	168.00	1311.00	11000.00
TX	00501	33.00	1043.36	9337.00
TX	00501	22.00	650.38	9898.00
TX	00501	22.00	650.38	9898.00
TX	00501	22.00	650.38	9898.00
TX	00501	22.00	650.38	9898.00
TX	00501	22.00	650.38	9898.00
TX	00501	17.00	2896.00	18534.00
TX	00501	168.00	1311.00	11000.00
TX	00501	168.00	1311.00	11000.00
TX	00501	5.00	261.01	9403.00
TX	00501	5.00	261.01	9403.00
TX	00501	168.00	1311.00	11000.00
TX	00501	168.00	1311.00	11000.00
TX	00501	9.00	1491.75	7911.00
TX	00501	9.00	1491.75	7911.00
TX	00501	5.00	1482.94	7066.00
TX	00501	64.00	638.70	8760.00
TX	00501	64.00	638.70	8760.00
TX	00501	3.00	1966.13	15404.00
TX	00501	8.00	1640.36	11402.00
TX	00501	12.00	402.50	7780.00
TX	00501	17.00	751.40	9873.00
TX	00501	17.00	751.40	9873.00
TX	00501	3.00	2010.83	18579.00
TX	00501	14.00	364.57	7980.00
TX	00501	4.00	191.55	7532.00
TX	00501	8.00	2246.20	11828.00
TX	00501	52.00	973.21	13101.00
TX	00501	52.00	973.21	13101.00
TX	00501	52.00	973.21	13101.00
TX	00501	52.00	973.21	13101.00
TX	00501	52.00	973.21	13101.00
TX	00501	15.00	965.31	12028.00
TX	00501	25.00	870.58	12819.00
TX	00501	22.00	936.72	10596.00
TX	00501	22.00	936.72	10596.00
TX	00501	22.00	936.72	10596.00
TX	00501	3.00	913.63	6804.00
TX	00501	4.00	871.36	11707.00
TX	00501	21.00	1138.88	12909.00
TX	00501	16.00	703.55	10320.00
TX	00501	13.00	1246.69	12864.00
TX	00501	5.00	590.41	11204.00
TX	00501	8.00	1640.36	11402.00
TX	00501	12.00	979.79	11030.00
TX	00501	76.00	2438.24	15548.00
TX	00501	5.00	2649.22	14821.00
TX	00501	5.00	2649.22	14821.00
TX	00501	5.00	2649.22	14821.00
TX	00501	5.00	2649.22	14821.00
TX	00501	76.00	2438.24	15548.00
TX	00501	76.00	2438.24	15548.00
TX	00501	14.00	1080.13	12330.00
TX	00501	14.00	1080.13	12330.00
TX	00501	4.00	191.55	7532.00
TX	00501	4.00	191.55	7532.00
TX	00501	4.00	191.55	7532.00
TX	00501	4.00	191.55	7532.00
TX	00501	18.00	1049.57	12989.00
TX	00501	28.00	1586.41	8782.00
TX	00501	28.00	1586.41	8782.00
TX	00501	28.00	1586.41	8782.00
TX	00501	28.00	1586.41	8782.00
TX	00501	3.00	1499.14	14895.00
TX	00501	168.00	1311.00	11000.00
TX	00501	8.00	479.59	8271.00
TX	00501	8.00	479.59	8271.00
TX	00501	20.00	1514.66	12536.00
TX	00501	20.00	1514.66	12536.00
TX	00501	20.00	1514.66	12536.00
TX	00501	68.00	1638.48	12611.00
TX	00501	15.00	1869.15	13697.00
TX	00501	68.00	1638.48	12611.00
TX	00501	23.00	899.18	9167.00
TX	00501	9.00	1359.58	8162.00
TX	00501	9.00	1359.58	8162.00
TX	00501	9.00	1359.58	8162.00
TX	00501	9.00	1359.58	8162.00
TX	00501	23.00	899.18	9167.00
TX	00501	23.00	899.18	9167.00
TX	00501	168.00	1311.00	11000.00
TX	00501	168.00	1311.00	11000.00
TX	00501	11.00	1222.97	10418.00
TX	00501	5.00	587.91	10106.00
TX	00501	45.00	1540.35	11586.00
TX	00501	3.00	1966.13	15404.00
TX	00501	3.00	1966.13	15404.00
TX	00501	3.00	1966.13	15404.00
TX	00501	28.00	1473.25	17162.00
TX	00501	16.00	1777.10	17784.00
TX	00501	28.00	1667.32	16477.00
TX	00501	3.00	3426.10	18536.00
TX	00501	26.00	2582.41	17700.00
TX	00501	4.00	791.76	14639.00
TX	00501	3.00	3426.10	18536.00
TX	00501	22.00	1425.62	17073.00
TX	00501	22.00	1425.62	17073.00
TX	00501	26.00	2582.41	17700.00
TX	00501	24.00	1740.06	16700.00
TX	00501	19.00	1140.48	15583.00
TX	00501	21.00	1391.82	15720.00
TX	00501	27.00	1036.75	15951.00
TX	00501	10.00	953.48	16955.00
TX	00501	129.00	2734.59	17777.00
TX	00501	129.00	2734.59	17777.00
TX	00501	84.00	1359.95	17246.00
TX	00501	5.00	1498.47	10268.00
TX	00501	129.00	2734.59	17777.00
TX	00501	90.00	1749.67	14800.00
TX	00501	26.00	2582.41	17700.00
TX	00501	15.00	965.31	12028.00
TX	00501	15.00	965.31	12028.00
TX	00501	21.00	929.44	7781.00
TX	00501	21.00	929.44	7781.00
TX	00501	175.00	1505.57	13858.00
TX	00501	12.00	700.26	7275.00
TX	00501	12.00	700.26	7275.00
TX	00501	3.00	575.17	8427.00
TX	00501	18.00	1049.57	12989.00
TX	00501	47.00	1149.38	13331.00
TX	00501	32.00	1667.26	14221.00
TX	00501	32.00	1667.26	14221.00
TX	00501	32.00	1667.26	14221.00
TX	00501	32.00	1667.26	14221.00
TX	00501	36.00	818.66	11941.00
TX	00501	4.00	429.54	8220.00
TX	00501	16.00	864.08	10622.00
TX	00501	16.00	864.08	10622.00
TX	00501	11.00	958.40	8174.00
TX	00501	36.00	818.66	11941.00
TX	00501	36.00	818.66	11941.00
TX	00501	36.00	818.66	11941.00
TX	00501	36.00	818.66	11941.00
TX	00501	6.00	1482.67	8004.00
TX	00501	6.00	1482.67	8004.00
TX	00501	24.00	1284.84	12873.00
TX	00501	24.00	1284.84	12873.00
TX	00501	18.00	1208.57	12368.00
TX	00501	18.00	1208.57	12368.00
TX	00501	18.00	1208.57	12368.00
TX	00501	24.00	1284.84	12873.00
TX	00501	11.00	597.16	11865.00
TX	00501	11.00	597.16	11865.00
TX	00501	6.00	1165.20	9740.00
TX	00501	6.00	1165.20	9740.00
TX	00501	8.00	363.07	7394.00
TX	00501	9.00	1418.80	11086.00
TX	00501	5.00	1498.47	10268.00
TX	00501	8.00	869.66	11157.00
TX	00501	8.00	869.66	11157.00
TX	00501	33.00	1043.36	9337.00
TX	00501	18.00	674.40	8482.00
TX	00501	18.00	674.40	8482.00
TX	00501	18.00	674.40	8482.00
TX	00501	18.00	674.40	8482.00
TX	00501	6.00	1649.39	13275.00
IL	00502	8.00	1575.40	10907.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	4.00	457.25	5617.00
IL	00502	28.00	726.91	9410.00
IL	00502	5.00	1302.21	7815.00
IL	00502	267.00	1093.67	9492.00
IL	00502	3.00	1062.44	8302.00
IL	00502	16.00	759.72	9804.00
IL	00502	190.00	1382.46	9324.00
IL	00502	198.00	1804.33	13557.00
IL	00502	139.00	1340.04	12130.00
IL	00502	122.00	1487.11	14997.00
IL	00502	186.00	1302.97	13389.00
IL	00502	82.00	2389.34	15418.00
IL	00502	298.00	1333.49	13073.00
IL	00502	102.00	1888.26	13973.00
IL	00502	19.00	1518.54	12316.00
IL	00502	77.00	1357.33	10406.00
IL	00502	4.00	672.95	7933.00
IL	00502	24.00	1115.96	6881.00
IL	00502	75.00	974.76	8300.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	4.00	559.67	4444.00
IL	00502	69.00	1873.54	14632.00
IL	00502	19.00	963.22	14608.00
IL	00502	40.00	1695.41	11276.00
IL	00502	69.00	1509.06	9951.00
IL	00502	243.00	1565.11	14143.00
IL	00502	201.00	1796.15	11250.00
IL	00502	3.00	840.03	7230.00
IL	00502	5.00	1687.70	4560.00
IL	00502	5.00	1687.70	4560.00
IL	00502	5.00	1687.70	4560.00
IL	00502	5.00	1687.70	4560.00
IL	00502	51.00	1082.92	8539.00
IL	00502	108.00	1630.70	16052.00
IL	00502	298.00	1417.08	9411.00
IL	00502	3.00	488.80	6742.00
IL	00502	180.00	2712.78	14758.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	29.00	1003.09	3655.00
IL	00502	12.00	2147.56	10337.00
IL	00502	6.00	1639.99	9095.00
IL	00502	3.00	1866.24	9767.00
IL	00502	6.00	499.83	7433.00
IL	00502	5.00	1605.22	23935.00
IL	00502	15.00	1589.48	10210.00
IL	00502	9.00	1226.94	13547.00
IL	00502	7.00	880.32	6551.00
IL	00502	4.00	457.25	5617.00
IL	00502	7.00	744.04	13446.00
IL	00502	6.00	1653.95	7539.00
IL	00502	34.00	1211.82	7340.00
IL	00502	6.00	1449.92	7684.00
IL	00502	3.00	1119.88	6856.00
IL	00502	24.00	1681.92	11547.00
IL	00502	66.00	2321.94	15666.00
IL	00502	3.00	1319.01	3092.00
IL	00502	3.00	1319.01	3092.00
IL	00502	3.00	1319.01	3092.00
